Week,year,India,United states,Hindustani classical music: (Worldwide),Mauritius,Sri Lanka,Trinidad and Tobago,Singapore,United Arab Emirates,Malaysia,Philippines,Pakistan,Indonesia,Netherlands,United Kingdom,Canada,Australia,Sweden,Venezuela,Saudi Arabia,Japan,Germany,Nepal,Qatar,Bangladesh,Vietnam,Thailand,Bolivia,Colombia,Peru,Region,Popularity,Year_map,Country_map,Type_map
16-09-2018,2018,51,100,46,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Assam,38,2014,India,Countrywise
23-09-2018,2018,57,0,49,0,0,0,0,0,0,0,84,33,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,Chhattisgarh,22,2014,India,Countrywise
30-09-2018,2018,67,71,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gujarat,22,2014,India,Countrywise
07-10-2018,2018,54,43,55,0,0,0,0,97,0,0,88,32,0,26,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jammu & Kashmir,22,2014,India,Countrywise
14-10-2018,2018,62,44,41,0,0,0,0,0,100,0,0,100,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,Bihar,22,2014,India,Countrywise
21-10-2018,2018,39,43,55,0,92,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Bengal,20,2014,India,Countrywise
28-10-2018,2018,51,44,62,0,0,0,0,0,0,0,0,0,0,27,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,19,2014,India,Countrywise
04-11-2018,2018,74,14,71,0,0,0,0,0,53,45,93,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tamil Nadu,18,2014,India,Countrywise
11-11-2018,2018,81,57,100,0,89,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,Andhra Pradesh,18,2014,India,Countrywise
18-11-2018,2018,81,15,46,0,0,0,0,0,0,45,0,35,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Punjab,17,2014,India,Countrywise
25-11-2018,2018,67,69,61,0,0,0,0,0,0,46,0,66,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Delhi,16,2014,India,Countrywise
02-12-2018,2018,57,28,64,0,0,0,0,0,0,0,0,67,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maharashtra,15,2014,India,Countrywise
09-12-2018,2018,83,43,63,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Haryana,15,2014,India,Countrywise
16-12-2018,2018,49,73,64,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rajasthan,12,2014,India,Countrywise
23-12-2018,2018,54,33,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Madhya Pradesh,9,2014,India,Countrywise
30-12-2018,2018,74,61,59,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandigarh,5,2014,India,Countrywise
01-01-2017,2017,61,44,80,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arizona,100,2014,United States,Countrywise
08-01-2017,2017,47,98,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,Virginia,99,2014,United States,Countrywise
15-01-2017,2017,54,28,50,0,92,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,Ohio,97,2014,United States,Countrywise
22-01-2017,2017,65,14,77,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pennsylvania,97,2014,United States,Countrywise
29-01-2017,2017,57,54,84,0,92,0,0,0,85,0,0,15,0,0,66,0,0,0,92,0,0,0,0,0,0,0,0,0,0,North Carolina,70,2014,United States,Countrywise
05-02-2017,2017,100,40,70,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New Jersey,70,2014,United States,Countrywise
12-02-2017,2017,55,27,84,0,0,0,0,100,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,Missouri,67,2014,United States,Countrywise
19-02-2017,2017,41,55,67,0,0,0,0,0,0,50,41,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Washington,65,2014,United States,Countrywise
26-02-2017,2017,84,39,73,0,0,0,0,0,0,0,40,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,California,61,2014,United States,Countrywise
05-03-2017,2017,35,26,58,0,87,0,93,0,0,0,0,29,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Michigan,56,2014,United States,Countrywise
12-03-2017,2017,36,27,41,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,44,2014,United States,Countrywise
19-03-2017,2017,47,27,49,0,0,0,0,0,0,0,0,0,0,0,32,90,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,39,2014,United States,Countrywise
26-03-2017,2017,51,55,57,0,0,0,0,53,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oregon,37,2014,United States,Countrywise
02-04-2017,2017,59,27,60,0,91,0,0,0,80,0,0,0,0,53,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,Illinois,35,2014,United States,Countrywise
09-04-2017,2017,48,56,66,0,0,0,0,0,0,0,0,14,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Massachusetts,28,2014,United States,Countrywise
16-04-2017,2017,52,0,60,0,0,0,0,0,0,0,0,0,0,53,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,Georgia,22,2014,United States,Countrywise
23-04-2017,2017,30,14,63,0,0,0,0,51,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,England,100,2014,United Kingdom,Countrywise
30-04-2017,2017,79,69,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Scotland,75,2014,United Kingdom,Countrywise
07-05-2017,2017,39,28,78,0,0,0,0,51,0,0,0,0,0,0,33,0,0,0,0,0,100,0,0,0,0,0,0,0,0,Nepal,100,2015,Worldwide,Worldwide
14-05-2017,2017,45,45,67,100,0,0,0,0,0,0,0,15,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,India,97,2015,Worldwide,Worldwide
21-05-2017,2017,36,15,57,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,23,0,Sri Lanka,94,2015,Worldwide,Worldwide
28-05-2017,2017,54,31,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mauritius,0,2015,Worldwide,Worldwide
04-06-2017,2017,23,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Qatar,36,2015,Worldwide,Worldwide
11-06-2017,2017,44,30,30,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,United Arab Emirates,36,2015,Worldwide,Worldwide
18-06-2017,2017,46,14,89,0,0,0,0,0,0,0,0,0,0,53,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,Singapore,27,2015,Worldwide,Worldwide
25-06-2017,2017,41,15,57,0,100,0,0,0,100,0,48,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Trinidad & Tobago,27,2015,Worldwide,Worldwide
02-07-2017,2017,63,16,77,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bangladesh,22,2015,Worldwide,Worldwide
09-07-2017,2017,30,45,42,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Philippines,17,2015,Worldwide,Worldwide
16-07-2017,2017,29,15,87,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bolivia,14,2015,Worldwide,Worldwide
23-07-2017,2017,44,60,60,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Indonesia,8,2015,Worldwide,Worldwide
30-07-2017,2017,29,15,55,0,0,0,0,59,0,0,0,44,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,United States,7,2015,Worldwide,Worldwide
06-08-2017,2017,29,29,44,0,0,0,0,0,0,0,0,15,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Saudi Arabia,6,2015,Worldwide,Worldwide
13-08-2017,2017,63,43,81,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,Malaysia,5,2015,Worldwide,Worldwide
20-08-2017,2017,41,100,73,0,0,0,0,0,0,0,0,0,0,54,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,Pakistan,5,2015,Worldwide,Worldwide
27-08-2017,2017,60,70,65,0,0,0,0,63,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Netherlands,5,2015,Worldwide,Worldwide
03-09-2017,2017,20,28,47,0,0,0,0,0,0,0,0,15,0,52,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Canada,4,2015,Worldwide,Worldwide
10-09-2017,2017,59,14,46,0,0,0,0,0,82,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,United Kingdom,4,2015,Worldwide,Worldwide
17-09-2017,2017,43,27,50,0,0,0,96,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Australia,2,2015,Worldwide,Worldwide
24-09-2017,2017,32,14,32,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,100,0,0,0,0,0,0,0,0,0,0,Colombia,2,2015,Worldwide,Worldwide
01-10-2017,2017,40,41,86,0,0,0,95,0,0,0,0,14,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,Thailand,1,2015,Worldwide,Worldwide
08-10-2017,2017,43,68,81,0,0,0,0,54,0,0,0,72,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Germany,1,2015,Worldwide,Worldwide
15-10-2017,2017,97,68,100,0,91,0,0,0,0,0,0,0,0,50,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,Japan,1,2015,Worldwide,Worldwide
22-10-2017,2017,57,68,52,0,0,0,0,0,80,0,0,29,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,Manipur,100,2015,India,Countrywise
29-10-2017,2017,57,82,81,0,0,0,0,0,0,0,0,14,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Karnataka,40,2015,India,Countrywise
05-11-2017,2017,49,53,66,0,0,0,0,53,0,51,0,0,0,50,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Punjab,33,2015,India,Countrywise
12-11-2017,2017,30,67,48,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kerala,32,2015,India,Countrywise
19-11-2017,2017,50,43,72,95,0,0,0,0,0,0,0,14,0,95,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,Odisha,31,2015,India,Countrywise
26-11-2017,2017,19,13,51,0,0,0,0,56,0,0,0,29,0,49,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Himachal Pradesh,23,2015,India,Countrywise
03-12-2017,2017,41,54,86,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jammu & Kashmir,23,2015,India,Countrywise
10-12-2017,2017,18,27,55,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goa,21,2015,India,Countrywise
17-12-2017,2017,39,29,72,0,0,0,0,0,0,56,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Madhya Pradesh,20,2015,India,Countrywise
24-12-2017,2017,51,0,68,0,0,0,0,0,0,0,0,0,0,58,0,56,0,0,0,0,0,0,0,89,0,0,0,0,0,Gujarat,20,2015,India,Countrywise
31-12-2017,2017,54,0,61,0,0,0,0,0,0,0,0,0,0,50,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Andhra Pradesh,19,2015,India,Countrywise
03-01-2016,2016,100,30,82,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tamil Nadu,18,2015,India,Countrywise
10-01-2016,2016,39,28,59,0,0,0,0,0,0,98,51,53,93,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Bengal,18,2015,India,Countrywise
17-01-2016,2016,38,15,36,0,0,0,52,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maharashtra,18,2015,India,Countrywise
24-01-2016,2016,78,14,57,0,0,0,53,0,0,0,0,0,0,49,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,Uttarakhand,16,2015,India,Countrywise
31-01-2016,2016,44,57,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,Jharkhand,16,2015,India,Countrywise
07-02-2016,2016,32,0,42,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,100,0,0,0,0,0,Chhattisgarh,16,2015,India,Countrywise
14-02-2016,2016,57,0,32,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,15,2015,India,Countrywise
21-02-2016,2016,49,43,53,0,0,0,52,0,0,94,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,Delhi,14,2015,India,Countrywise
28-02-2016,2016,54,14,35,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Assam,11,2015,India,Countrywise
06-03-2016,2016,32,28,44,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,Bihar,11,2015,India,Countrywise
13-03-2016,2016,32,57,29,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandigarh,10,2015,India,Countrywise
20-03-2016,2016,50,15,49,0,51,0,0,47,0,0,0,53,0,51,49,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Rajasthan,7,2015,India,Countrywise
27-03-2016,2016,91,15,51,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Haryana,7,2015,India,Countrywise
03-04-2016,2016,49,100,53,0,0,0,49,0,0,0,0,0,96,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Massachusetts,100,2015,United States,Countrywise
10-04-2016,2016,71,44,71,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,New Jersey,93,2015,United States,Countrywise
17-04-2016,2016,72,0,47,0,0,0,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Washington,84,2015,United States,Countrywise
24-04-2016,2016,60,14,27,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,Missouri,71,2015,United States,Countrywise
01-05-2016,2016,70,86,58,0,0,0,0,0,0,0,100,0,0,50,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pennsylvania,61,2015,United States,Countrywise
08-05-2016,2016,36,44,18,0,0,0,0,0,0,0,0,0,0,51,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,North Carolina,58,2015,United States,Countrywise
15-05-2016,2016,55,0,35,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,California,57,2015,United States,Countrywise
22-05-2016,2016,54,0,27,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Georgia,55,2015,United States,Countrywise
29-05-2016,2016,46,15,42,0,0,0,100,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Virginia,43,2015,United States,Countrywise
05-06-2016,2016,26,15,42,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,Texas,39,2015,United States,Countrywise
12-06-2016,2016,76,60,63,0,51,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Illinois,39,2015,United States,Countrywise
19-06-2016,2016,55,15,43,0,0,0,0,52,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,New York,38,2015,United States,Countrywise
26-06-2016,2016,91,31,53,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ohio,21,2015,United States,Countrywise
03-07-2016,2016,91,79,62,0,0,0,0,0,100,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,Oregon,17,2015,United States,Countrywise
10-07-2016,2016,50,47,44,0,100,0,51,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tennessee,16,2015,United States,Countrywise
17-07-2016,2016,93,78,71,0,0,0,0,0,82,0,0,0,0,57,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,Arizona,14,2015,United States,Countrywise
24-07-2016,2016,64,46,64,0,50,0,0,0,0,0,0,100,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Florida,5,2015,United States,Countrywise
31-07-2016,2016,35,0,39,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,England,100,2015,United Kingdom,Countrywise
07-08-2016,2016,60,32,60,0,0,0,0,0,0,0,47,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Scotland,90,2015,United Kingdom,Countrywise
14-08-2016,2016,58,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,India,100,2016,Worldwide,Worldwide
21-08-2016,2016,55,32,42,0,0,0,0,0,85,0,48,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mauritius,73,2016,Worldwide,Worldwide
28-08-2016,2016,59,30,44,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sri Lanka,59,2016,Worldwide,Worldwide
04-09-2016,2016,71,30,78,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,Nepal,41,2016,Worldwide,Worldwide
11-09-2016,2016,54,29,62,0,0,0,0,0,0,0,53,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Singapore,38,2016,Worldwide,Worldwide
18-09-2016,2016,66,44,61,0,0,0,51,0,0,0,50,93,0,0,0,96,0,0,0,0,99,0,0,0,0,0,0,0,0,Trinidad & Tobago,35,2016,Worldwide,Worldwide
25-09-2016,2016,32,0,37,0,0,35,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Qatar,31,2016,Worldwide,Worldwide
02-10-2016,2016,23,58,45,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,United Arab Emirates,27,2016,Worldwide,Worldwide
09-10-2016,2016,29,74,46,0,0,0,0,0,0,0,0,45,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Philippines,15,2016,Worldwide,Worldwide
16-10-2016,2016,50,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pakistan,13,2016,Worldwide,Worldwide
23-10-2016,2016,51,14,49,0,0,0,52,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Malaysia,11,2016,Worldwide,Worldwide
30-10-2016,2016,58,72,91,0,47,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,Bangladesh,8,2016,Worldwide,Worldwide
06-11-2016,2016,45,27,32,0,0,0,0,51,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,Indonesia,8,2016,Worldwide,Worldwide
13-11-2016,2016,33,43,54,0,0,0,51,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Australia,7,2016,Worldwide,Worldwide
20-11-2016,2016,59,15,38,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,United States,6,2016,Worldwide,Worldwide
27-11-2016,2016,76,40,100,0,0,0,0,51,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Netherlands,6,2016,Worldwide,Worldwide
04-12-2016,2016,46,39,39,0,0,0,0,0,0,92,0,43,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,United Kingdom,6,2016,Worldwide,Worldwide
11-12-2016,2016,58,14,72,0,0,0,50,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Canada,4,2016,Worldwide,Worldwide
18-12-2016,2016,73,29,73,0,0,0,0,0,0,0,0,0,0,56,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,Saudi Arabia,3,2016,Worldwide,Worldwide
25-12-2016,2016,32,30,54,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Germany,1,2016,Worldwide,Worldwide
04-01-2015,2015,34,30,31,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thailand,1,2016,Worldwide,Worldwide
11-01-2015,2015,35,40,26,0,0,0,0,0,0,0,0,0,0,48,32,0,0,0,0,0,82,0,0,0,0,0,0,0,0,Japan,1,2016,Worldwide,Worldwide
18-01-2015,2015,59,0,40,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Meghalaya,100,2016,India,Countrywise
25-01-2015,2015,45,49,38,0,0,0,51,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manipur,50,2016,India,Countrywise
01-02-2015,2015,38,68,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Karnataka,23,2016,India,Countrywise
08-02-2015,2015,52,29,50,0,0,0,0,98,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uttarakhand,16,2016,India,Countrywise
15-02-2015,2015,66,30,29,0,0,0,0,0,100,55,0,34,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kerala,14,2016,India,Countrywise
22-02-2015,2015,38,19,28,0,0,0,0,0,0,53,97,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maharashtra,12,2016,India,Countrywise
01-03-2015,2015,63,49,38,0,0,0,52,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Bengal,11,2016,India,Countrywise
08-03-2015,2015,47,60,36,0,100,0,0,0,0,0,0,32,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Telangana,10,2016,India,Countrywise
15-03-2015,2015,41,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,Jharkhand,10,2016,India,Countrywise
22-03-2015,2015,10,22,24,0,54,0,51,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Odisha,9,2016,India,Countrywise
29-03-2015,2015,33,42,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chhattisgarh,9,2016,India,Countrywise
05-04-2015,2015,23,31,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rajasthan,9,2016,India,Countrywise
12-04-2015,2015,9,41,24,0,0,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tamil Nadu,8,2016,India,Countrywise
19-04-2015,2015,53,61,26,0,0,0,50,0,0,0,100,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Assam,8,2016,India,Countrywise
26-04-2015,2015,48,50,18,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gujarat,8,2016,India,Countrywise
03-05-2015,2015,42,21,32,0,0,0,0,0,0,54,0,0,98,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Delhi,7,2016,India,Countrywise
10-05-2015,2015,41,21,38,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,7,2016,India,Countrywise
17-05-2015,2015,22,65,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,Haryana,6,2016,India,Countrywise
24-05-2015,2015,63,0,38,20,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Andhra Pradesh,6,2016,India,Countrywise
31-05-2015,2015,23,21,18,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Madhya Pradesh,6,2016,India,Countrywise
